"Skill ID";Profession;Elite;Name;Description;Type;"Type Code";Chapter;Attribute;"Attribute Code";Sacrifice;Exhaustion;"Energy regen";Energy;Adrenaline;Casting;Recharge
1414;Warrior;0;"Enraging Charge";"Stance.  For 5..15 seconds, you move 25% faster. Enraging Charge ends when you successfully strike a target, at which point you gain 0..4 strikes of adrenaline.";Stance;st;Nightfall;Strength;str;;;;5;;;20
1404;Warrior;0;Flail;"Stance. For 5..15 seconds, you attack 33% faster but move 33% slower.";Stance;st;Nightfall;Strength;str;;;;;4;;
389;Warrior;1;Flourish;"Elite Skill. All of your attack skills become recharged. You gain 2..7 Energy for each skill recharged by Flourish.";Skill;sk;Prophecies;Strength;str;;;;5;;1;8
327;Warrior;0;"Griffon's Sweep";"Melee Attack. If this attack hits, you strike for {{gr|+5|20 damage. If this attack is blocked, your target is knocked down and suffers 5..20 damage.";"Melee Attack";me;Prophecies;Strength;str;;;;5;;;8
1406;Warrior;1;Headbutt;"Elite Skill. Target touched foe takes 40..100 damage. You are Dazed for 5..20 seconds.";Skill;sk;Nightfall;Strength;str;;;;15;;0.75;20
1134;Warrior;0;"Leviathan's Sweep";"Melee Attack. If this attack hits, you strike for {{gr|+5|20 damage. If this attack is blocked, your target is knocked down and suffers 5..20 damage.";"Melee Attack";me;Factions;Strength;str;;;;5;;;8
1407;Warrior;0;"Lion's Comfort";"Skill. All of your signets are disabled for 12 seconds. You are healed for 50..110 Health, and gain 0..3 strike[s] of adrenaline.";Skill;sk;Nightfall;Strength;str;;;;;4;1;1
1694;Warrior;1;"Magehunter Strike";"Elite Melee Attack. If this attack hits, you strike for +5..20 damage. If your target is under the effects of an Enchantment, this attack cannot be blocked.";"Melee Attack";me;Nightfall;Strength;str;;;;5;;0.5;3
322;Warrior;0;"Power Attack";"Melee Attack. If this attack hits, you strike for +10..40 damage.";"Melee Attack";me;Core;Strength;str;;;;5;;;3
831;Warrior;1;"Primal Rage";"Elite Stance. For 1..15 seconds, you attack and move 33% faster, but you take double damage.";Stance;st;Factions;Strength;str;;;;4;;;10
326;Warrior;0;"Protector's Strike";"Melee Attack.  If this attack strikes a moving foe, you strike for 10..40 more damage.";"Melee Attack";me;Prophecies;Strength;str;;;;5;;0.5;3
1408;Warrior;1;"Rage of the Ntouka";"Elite Skill. Gain 1..7 strikes of adrenaline. For 10 seconds, whenever you use an adrenal Skill, that Skill recharges for 5 seconds.";Skill;sk;Nightfall;Strength;str;;;;5;;;15
319;Warrior;0;Rush;"Stance. For 8..20 seconds, you move 25% faster.";Stance;st;Prophecies;Strength;str;;;;;4;;
363;Warrior;0;"Shield Bash";"Skill. For 5..11 seconds, while wielding a shield, the next attack skill used against you is blocked. If it was a melee skill, your attacker is knocked down and that skill is disabled for an additional 15 seconds.";Skill;sk;Core;Strength;str;;;;5;;;20
1411;Warrior;0;"Signet of Stamina";"Signet.  You have +50..300 maximum Health. This Signet ends if you successfully hit with an attack.";Signet;si;Nightfall;Strength;str;;;;;;0.25;20
944;Warrior;0;"Signet of Strength";"Signet. Your next 1..16 attacks deal +5 damage.";Signet;si;Factions;Strength;str;;;;;;1;45
349;Warrior;0;Sprint;"Stance. For 8..14 seconds, you move 25% faster.";Stance;st;Core;Strength;str;;;;5;;;15
995;Warrior;0;"Tiger Stance";"Stance.  For 4..10| seconds, you attack 33% faster. Tiger Stance ends if any of your attacks fail to hit.";Stance;st;Factions;Strength;str;;;;5;;;20
362;Warrior;0;"Warrior's Cunning";"Skill. For 5..11 seconds, your melee attacks cannot be blocked.";Skill;sk;Core;Strength;str;;;;10;;;60
374;Warrior;1;"Warrior's Endurance";"Elite Skill. For 5..35 seconds, you gain 3 Energy each time you hit with a melee attack. Warrior's Endurance cannot raise your Energy above 10..25.";Skill;sk;Prophecies;Strength;str;;;;5;;;30
427;Ranger;0;"Antidote Signet";"Signet. Cleanse yourself of Poison, Disease, and Blindness, and one additional condition.";Signet;si;Core;;;;;;;;1;4
403;Ranger;0;"Called Shot";"Bow Attack. Shoot an arrow that moves 3 times faster and cannot be blocked.";"Bow Attack";bo;Core;;;;;;5;;;3
1207;Ranger;0;"Celestial Stance";"Skill. For 15 seconds, your entire party has a 75% chance to block attacks and +3 Health regeneration.";Skill;sk;Factions;;;;;;;;;
396;Ranger;0;"Dual Shot";"Bow Attack. Shoot two arrows simultaneously at target foe.  These arrows deal 25% less damage.";"Bow Attack";bo;Core;;;;;;10;;;10
1726;Ranger;1;"Magebane Shot";"Elite Bow Attack. If this attack hits, it interrupts target foe's action. If that action was a Spell, it is disabled for an additional 10 seconds. This attack cannot be blocked.";"Bow Attack";bo;Nightfall;;;;;;10;;0.5;5
2108;Ranger;0;"Never Rampage Alone";"Skill. For 18..25 seconds, you and your pet attack 25% faster and have 1..3 Health regeneration.";Skill;sk;Nightfall;"Sunspear rank";sun;;;;25;;;20
397;Ranger;1;"Quick Shot";"Elite Bow Attack. Shoot an arrow that moves twice as fast.";"Bow Attack";bo;Core;;;;;;5;;1;1
1474;Ranger;0;"Storm's Embrace";"Stance. For 10 seconds, you move 25% faster.  This Stance is refreshed whenever you take Elemental damage.";Stance;st;Nightfall;;;;;;5;;;30
1953;Ranger;0;"Triple Shot";"Bow Attack. Shoot 3 arrows simultaneously at target foe. These arrows deal 41..25% less damage.";"Bow Attack";bo;Factions;"Allegiance rank";lux;;;;10;;;10
2096;Ranger;0;"Triple tir";"Vous tirez simultanément 3 flèches sur l'ennemi visé. Ces flèches infligent 50..25% de dégâts en moins.";"Bow Attack";bo;Factions;"Allegiance rank";kur;;;;10;;;10
1209;Ranger;0;"Bestial Fury";"Stance.  All your non-attack skills are disabled for 5 seconds. For 5..11 seconds, you attack 25% faster.";Stance;st;Factions;"Beast Mastery";bea;;;;10;;;10
1203;Ranger;0;"Bestial Mauling";"Pet Attack. Your animal companion attempts a Bestial Mauling that deals  {{gr|+5|20 damage. If the attack strikes a knocked-down foe, that foe is Dazed for 5..20 seconds.";"Pet Attack";pe;Factions;"Beast Mastery";bea;;;;5;;;20
437;Ranger;0;"Bestial Pounce";"Pet Attack. Your animal companion attempts a Bestial Pounce that deals +5..20 damage. If the attack strikes a foe who is casting a Spell, that foe is knocked down.";"Pet Attack";pe;Prophecies;"Beast Mastery";bea;;;;5;;;10
444;Ranger;0;"Brutal Strike";"Pet Attack.  Your animal companion attempts a Brutal Strike that deals +5..35 damage. If that attack strikes a foe whose Health is below 50%, that foe takes an additional +.. damage.";"Pet Attack";pe;Prophecies;"Beast Mastery";bea;;;;10;;;5
415;Ranger;0;"Call of Haste";"Shout.  For 30 seconds, your animal companion has a 25% faster attack speed and moves 25% faster.";Shout;sh;Core;"Beast Mastery";bea;;;;10;;;25
412;Ranger;0;"Call of Protection";"Shout.  For 120 seconds, your animal companion has a 5..20 base damage reduction.";Shout;sh;Prophecies;"Beast Mastery";bea;;;;5;;;90
411;Ranger;0;"Charm Animal";"Skill. Charm target animal. Once charmed, your animal companion will travel with you whenever you have Charm Animal equipped.";Skill;sk;Core;"Beast Mastery";bea;;;;10;;10;
436;Ranger;0;"Comfort Animal";"Skill.  You heal your animal companion for 20..104 Health. If your companion is dead, it is resurrected with 10..58% Health.";Skill;sk;Core;"Beast Mastery";bea;;;;5;;1;1
2141;Ranger;0;Companionship;"Skill. If you have less Health than your pet, you are healed for 30..120 Health. If your pet has less Health than you, it is healed for 30..120 Health.";Skill;sk;"Eye of the North";"Beast Mastery";bea;;;;5;;2;10
445;Ranger;0;"Disrupting Lunge";"Pet Attack. Your animal companion attempts a Disrupting Lunge that deals +1..12 damage. If that attack strikes a foe using a skill that skill is interrupted and is disabled for an additional 20 seconds.";"Pet Attack";pe;Core;"Beast Mastery";bea;;;;5;;;20
464;Ranger;0;"Edge of Extinction";"Nature Ritual. Create a level 1..10 Spirit. If a non-Spirit creature within range dies, Edge of Extinction deals 14..50 damage to all creatures of the same type that are below 90% Health and within range of the Spirit. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Prophecies;"Beast Mastery";bea;;;;5;;5;60
474;Ranger;0;"Energizing Wind";"Nature Ritual. Create a level 1..6 Spirit. For non-Spirit creatures within its range, all skills cost 15 less Energy (minimum cost 10 Energy), and skills recharge 25% slower. This Spirit dies after 1..31 seconds.";"Nature Ritual";na;Core;"Beast Mastery";bea;;;;15;;5;60
1202;Ranger;1;"Enraged Lunge";"Elite Pet Attack. Your animal companion attempts an Enraged Lunge that deals +3..23 damage (maximum bonus 80) for each recharging Beast Mastery skill.";"Pet Attack";pe;Factions;"Beast Mastery";bea;;;;5;;;5
2142;Ranger;0;"Feral Aggression";"Skill. For 5..20 seconds, your pet attacks 33% faster and deals 3..10 additional damage.";Skill;sk;"Eye of the North";"Beast Mastery";bea;;;;15;;;20
439;Ranger;0;"Feral Lunge";"Pet Attack. Your animal companion attempts a Feral Lunge that deals +5..35 damage. If the attack strikes a foe who is attacking, that foe suffers from Bleeding for 5..25 seconds.";"Pet Attack";pe;Prophecies;"Beast Mastery";bea;;;;5;;;10
442;Ranger;1;"Ferocious Strike";"Elite Pet Attack. Your animal companion attempts a Ferocious Strike that deals  +13..28 damage. If that attack hits, you gain adrenaline and 3..10 Energy.";"Pet Attack";pe;Core;"Beast Mastery";bea;;;;5;;;8
467;Ranger;0;"Fertile Season";"Nature Ritual. Create a level 1..10 Spirit. Non-Spirit creatures within range have +50..150 maximum Health and gain +8 armor. This Spirit dies after 15..45 seconds.";"Nature Ritual";na;Prophecies;"Beast Mastery";bea;;;;15;;5;60
1195;Ranger;1;"Heal as One";"Elite Skill. If you or your animal companion are below 75% Health, you are both healed for 25..145 Health. If your companion is dead, it is resurrected with 50% Health.";Skill;sk;Factions;"Beast Mastery";bea;;;;5;;1;5
1728;Ranger;0;"Heket's Rampage";"Stance. For 5..11 seconds, you attack 33% faster. This Stance ends if you use an attack Skill.";Stance;st;Nightfall;"Beast Mastery";bea;;;;5;;;10
961;Ranger;1;Lacerate;"Elite Nature Ritual. Create a level 1..10 Spirit. Bleeding creatures within its range suffer -2 Health degeneration. When this Spirit dies, all non-Spirit creatures within its range that have less than 90% Health begin Bleeding for 5..25 seconds. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Factions;"Beast Mastery";bea;;;;10;;3;15
438;Ranger;0;"Maiming Strike";"Pet Attack. Your animal companion attempts a Maiming Strike that deals +5..20 damage. If that attack hits a moving foe that foe becomes Crippled for 3..15 seconds.";"Pet Attack";pe;Core;"Beast Mastery";bea;;;;10;;;5
441;Ranger;0;"Melandru's Assault";"Pet Attack. Your animal companion attempts a Melandru's Assault that deals +5..20 damage. If that attack strikes a foe with an Enchantment, that foe and all adjacent foes take +5..35 additional damage.";"Pet Attack";pe;Prophecies;"Beast Mastery";bea;;;;10;;;5
447;Ranger;0;"Otyugh's Cry";"Shout. For 10..25 seconds, your animal companion gains +24 armor and cannot be blocked.";Shout;sh;Prophecies;"Beast Mastery";bea;;;;5;;;30
1205;Ranger;0;"Poisonous Bite";"Pet Attack. Your animal companion attempts a Poisonous Bite that Poisons target foe for 5..20 seconds.";"Pet Attack";pe;Factions;"Beast Mastery";bea;;;;5;;;7
1206;Ranger;0;Pounce;"Pet Attack. Your animal companion's next attack is a Pounce that deals +5..20 damage. If the attack strikes a moving foe, that foe is knocked down.";"Pet Attack";pe;Factions;"Beast Mastery";bea;;;;5;;;20
443;Ranger;0;"Predator's Pounce";"Pet Attack. Your animal companion attempts a Predator's Pounce that deals +5..35 damage. If that attack hits, your animal companion gains 5..50 Health.";"Pet Attack";pe;Prophecies;"Beast Mastery";bea;;;;5;;;5
1194;Ranger;0;"Predatory Bond";"Shout. For 5..20 seconds, attacks by your animal companion heal you for 1..31 Health.";Shout;sh;Factions;"Beast Mastery";bea;;;;10;;;30
470;Ranger;0;"Predatory Season";"Nature Ritual. Create a level 1..10 Spirit. For non-Spirit creatures within its range, all healing is reduced by 20%. If any of your attacks hit, you gain 5 Health. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Prophecies;"Beast Mastery";bea;;;;5;;5;60
469;Ranger;0;"Primal Echoes";"Nature Ritual. Create a level 1..10 Spirit. For non-Spirit creatures within its range, Signets cost 10 Energy to use. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Core;"Beast Mastery";bea;;;;5;;5;60
1721;Ranger;1;"Rampage as One";"Elite Skill. For 3..15 seconds, both you and your animal companion attack 33% faster and run 25% faster.";Skill;sk;Nightfall;"Beast Mastery";bea;;;;25;;;10
422;Ranger;0;"Revive Animal";"Skill. Resurrect all nearby allied animal companions. They come back to life with 10..94% Health.";Skill;sk;Prophecies;"Beast Mastery";bea;;;;5;;6;20
811;Ranger;0;"Run as One";"Stance. For 5..15 seconds, you and your pet run 25% faster.";Stance;st;Factions;"Beast Mastery";bea;;;;5;;;15
1201;Ranger;0;"Savage Pounce";"Pet Attack. Your animal companion attempts a Savage Pounce that deals +5..20 damage. If the attack strikes a foe who is casting a Spell, that foe is knocked down.";"Pet Attack";pe;Factions;"Beast Mastery";bea;;;;5;;;10
440;Ranger;0;"Scavenger Strike";"Pet Attack. Your animal companion attempts a Scavenger Strike that deals +10..25 damage. If the attack strikes a foe who is suffering a condition, you gain 3..15 Energy.";"Pet Attack";pe;Core;"Beast Mastery";bea;;;;5;;;10
1468;Ranger;1;"Strike as One";"Elite Shout. Your animal companion instantly moves to your target foe and causes Bleeding for 5..15 seconds the next time it attacks. The next time you hit with an attack, target foe is Crippled for 5..15 seconds.";Shout;sh;Nightfall;"Beast Mastery";bea;;;;5;;;10
468;Ranger;0;Symbiosis;"Nature Ritual. Create a level 1..10 Spirit. For each Enchantment on a non-Spirit creature within range, that creature has +27..150 maximum Health. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Prophecies;"Beast Mastery";bea;;;;5;;5;60
423;Ranger;0;"Symbiotic Bond";"Shout. For 120..300 seconds, your animal companion gains 1..3 Health regeneration, and half of all damage dealt to your animal companion is redirected to you.";Shout;sh;Prophecies;"Beast Mastery";bea;;;;10;;;55
454;Ranger;0;"Tiger's Fury";"Stance. All your non-attack skills are disabled for 5 seconds. For 5..11 seconds, you attack 25% faster.";Stance;st;Prophecies;"Beast Mastery";bea;;;;10;;;10
1472;Ranger;0;Toxicity;"Nature Ritual. Create a level 1..10 Spirit. Poisoned or Diseased creatures within its range suffer -2 Health degeneration. This Spirit dies after 30..90 seconds.";"Nature Ritual";na;Nightfall;"Beast Mastery";bea;;;;15;;5;60
1211;Ranger;0;"Viper's Nest";"Trap. Create a Viper's Nest. When it is triggered, all nearby foes are struck for 5..35 piercing damage and become Poisoned for 5..20 seconds. Viper's Nest expires after 90 seconds. This Trap is easily interrupted.";Trap;tr;Factions;"Beast Mastery";bea;;;;10;;2;20
1467;Ranger;0;"Arcing Shot";"Bow Attack. If this arrow hits, it strikes for +10..25 damage.  This arrow cannot be blocked, but it moves 50% slower.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;5;;;6
395;Ranger;1;Barrage;"Elite Bow Attack. All your Preparations are removed. Shoot arrows at target foe and up to 6 foes adjacent to your target. These arrows strike for +5..20 damage if they hit.";"Bow Attack";bo;Core;Marksmanship;mar;;;;5;;;1
2198;Ranger;0;"Body Shot";"Bow Attack. If this attack hits, you deal +5..20 damage. If it hits a foe with Cracked Armor, you gain 5..10 Energy.";"Bow Attack";bo;"Eye of the North";Marksmanship;mar;;;;5;;;8
1198;Ranger;1;"Broad Head Arrow";"Elite Bow Attack. You shoot a broad head arrow that moves slower than normal. If it hits, target foe is Dazed for 5..20 seconds, and if target foe is casting a Spell that Spell is interrupted.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;15;;;15
1466;Ranger;1;"Burning Arrow";"Elite Bow Attack. If this attack hits, you strike for +10..30 damage and cause Burning for 1..7 seconds.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;10;;;5
408;Ranger;0;"Concussion Shot";"Bow Attack. If Concussion Shot hits while target foe is casting a Spell, the Spell is interrupted and your target is Dazed for 5..20 seconds.  This attack deals only 1..16 damage.";"Bow Attack";bo;Core;Marksmanship;mar;;;;25;;0.5;5
393;Ranger;1;"Crippling Shot";"Elite Bow Attack. If Crippling Shot hits, your target becomes Crippled for 1..8 seconds.  This attack cannot be blocked.";"Bow Attack";bo;Prophecies;Marksmanship;mar;;;;10;;;4
1469;Ranger;0;Crossfire;"Bow Attack. If this attack hits target foe, it deals +5..20 damage.  If that foe is near any of your allies, this attack cannot be blocked.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;5;;;4
406;Ranger;0;"Debilitating Shot";"Bow Attack. If Debilitating Shot hits, your target loses 1..10 Energy.";"Bow Attack";bo;Core;Marksmanship;mar;;;;10;;;10
402;Ranger;0;"Determined Shot";"Bow Attack. If Determined Shot hits, you strike for +5..17 damage.  If Determined Shot fails to hit, all of your attack skills are recharged.";"Bow Attack";bo;Core;Marksmanship;mar;;;;5;;;10
1723;Ranger;0;"Disrupting Accuracy";"Preparation.  For 36 seconds, whenever your arrows critical, they also interrupt your target.";Preparation;pr;Nightfall;Marksmanship;mar;;;;5;;2;12
2143;Ranger;0;"Disrupting Shot";"Bow Attack. If this attack hits, target foe's action is interrupted. If that action was a Skill, you strike for +10..40 damage.";"Bow Attack";bo;"Eye of the North";Marksmanship;mar;;;;10;;0.5;15
472;Ranger;0;"Favorable Winds";"Nature Ritual. Create a level 1..10 Spirit.  For non-Spirit creatures within its range, arrows move twice as fast and strike for +6 damage.  This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Core;Marksmanship;mar;;;;5;;5;60
909;Ranger;0;"Focused Shot";"Bow Attack. If Focused Shot hits, you strike for  +10..25 damage but all of your other attack skills are disabled for 5..3 seconds.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;5;;;2
1722;Ranger;0;"Forked Arrow";"Bow Attack. Shoot two arrows simultaneously at target foe. If you are under the effects of an Enchantment or Hex, you shoot only one arrow.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;10;;;5
391;Ranger;0;"Hunter's Shot";"Bow Attack. If Hunter's Shot hits, you strike for +3..15 damage.  If this attack hits a foe that is moving or knocked down, that foe begins Bleeding for 3..25 seconds.";"Bow Attack";bo;Core;Marksmanship;mar;;;;5;;1;10
1720;Ranger;0;"Keen Arrow";"Bow Attack. If this attack hits, you strike for +5..20 damage. If you land a critical hit, you deal an additional +5..35 damage.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;5;;;6
908;Ranger;0;"Marauder's Shot";"Bow Attack. If Marauder's Shot hits, you strike for +10..35 damage and all your non-attack skills are disabled for 5 seconds.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;10;;;6
853;Ranger;1;"Melandru's Shot";"Elite Bow Attack. If Melandru's Shot hits, you deal +10..25 damage. If it hits a foe that is moving or knocked down, that foe begins bleeding for 5..25 seconds and is crippled for 3..15 seconds.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;5;;1;10
1197;Ranger;0;"Needling Shot";"Bow Attack. Needling Shot strikes for only 10..30 damage and moves faster than normal.  If Needling Shot strikes a foe below 50% Health, Needling Shot recharges instantly.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;5;;0.75;4
398;Ranger;0;"Penetrating Attack";"Bow Attack. If Penetrating Attack hits, you strike for +5..25 damage and this attack has 10% armor penetration.";"Bow Attack";bo;Prophecies;Marksmanship;mar;;;;10;;0.75;4
392;Ranger;0;"Pin Down";"Bow Attack. If Pin Down hits, your target is Crippled for 3..15 seconds.";"Bow Attack";bo;Core;Marksmanship;mar;;;;15;;;8
394;Ranger;0;"Power Shot";"Bow Attack. If Power Shot hits, you strike for +5..20 damage.";"Bow Attack";bo;Core;Marksmanship;mar;;;;10;;;3
400;Ranger;0;"Precision Shot";"Bow Attack. If Precision Shot hits, you strike for +3..18 damage. Precision Shot cannot be blocked. This action is easily interrupted.";"Bow Attack";bo;Core;Marksmanship;mar;;;;10;;1;6
1465;Ranger;1;"Prepared Shot";"Elite Bow Attack. If this attack hits, you strike for +10..25 damage. If you are under the effects of a Preparation, you gain 1..9 Energy.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;5;;;6
409;Ranger;1;"Punishing Shot";"Elite Bow Attack. If Punishing Shot hits, you strike for +10..20 damage and your target is interrupted.";"Bow Attack";bo;Prophecies;Marksmanship;mar;;;;10;;0.5;5
2068;Ranger;0;"Rapid Fire";"Preparation. For 5..25 seconds, you attack 33% faster while wielding a bow.";Preparation;pr;"Eye of the North";Marksmanship;mar;;;;5;;2;12
432;Ranger;0;"Read the Wind";"Preparation. For 24 seconds, your arrows move twice as fast and deal 3..10 extra damage.";Preparation;pr;Core;Marksmanship;mar;;;;5;;2;12
426;Ranger;0;"Savage Shot";"Bow Attack. If Savage Shot hits, your target's action is interrupted.  If that action was a Spell, you strike for +13..28 damage.";"Bow Attack";bo;Core;Marksmanship;mar;;;;10;;0.5;5
1719;Ranger;0;"Screaming Shot";"Bow Attack. If this attack hits, you deal +10..25 damage. If your target is within earshot, that foe begins Bleeding for 5..20 seconds.";"Bow Attack";bo;Nightfall;Marksmanship;mar;;;;10;;;8
893;Ranger;0;"Seeking Arrows";"Preparation. For 3..14 seconds, your arrows cannot be blocked. Seeking Arrows ends if you fail to hit.";Preparation;pr;Factions;Marksmanship;mar;;;;15;;2;20
2069;Ranger;0;"Sloth Hunter's Shot";"Bow Attack. If this attack hits, target foe takes +10..25 damage. If that foe is not using a Skill, Sloth Hunter's Shot does an additional +10..35 damage.";"Bow Attack";bo;"Eye of the North";Marksmanship;mar;;;;10;;;8
852;Ranger;0;"Splinter Shot";"Bow Attack. If Splinter Shot hits, you deal +3..15 damage. If Splinter Shot is blocked, all foes adjacent to your target take 5..65 damage.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;10;;;5
1191;Ranger;0;"Sundering Attack";"Bow Attack. If Sundering Attack hits, you strike for +5..25 damage and this attack has 10% armor penetration.";"Bow Attack";bo;Factions;Marksmanship;mar;;;;10;;0.75;4
2144;Ranger;0;Volley;"Bow Attack. All your Preparations are removed. Shoot arrows at target foe and up to 3 foes adjacent to your target. These arrows strike for +1..10 damage if they hit.";"Bow Attack";bo;"Eye of the North";Marksmanship;mar;;;;5;;;2
435;Ranger;0;"Apply Poison";"Preparation. For 24 seconds, foes struck by your physical attacks become Poisoned for 3..15 seconds.";Preparation;pr;Core;"Wilderness Survival";wil;;;;15;;2;12
1470;Ranger;0;"Barbed Arrows";"Preparation. For 24 seconds, your arrows cause Bleeding for 3..15 seconds.  You have -40 armor while activating this skill.";Preparation;pr;Nightfall;"Wilderness Survival";wil;;;;10;;2;12
458;Ranger;0;"Barbed Trap";"Trap. When Barbed Trap is triggered, all nearby foes are struck for 7..23 piercing damage, become Crippled, and begin Bleeding for 3..25 seconds.  Barbed Trap ends after 90 seconds.  While activating this skill, you are easily interrupted.";Trap;tr;Core;"Wilderness Survival";wil;;;;15;;2;20
947;Ranger;0;Brambles;"Nature Ritual. Create a level 1..10 Spirit. Non-Spirit creatures that are knocked down in its range take 5 damage and begin Bleeding for 5..20 seconds. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Factions;"Wilderness Survival";wil;;;;10;;5;60
434;Ranger;0;"Choking Gas";"Preparation. For 1..12 seconds, your arrows deal 1..8 more damage and spread Choking Gas to all adjacent foes on impact.  Choking Gas interrupts foes attempting to cast Spells.";Preparation;pr;Core;"Wilderness Survival";wil;;;;15;;2;24
466;Ranger;0;Conflagration;"Nature Ritual.  Create a level 1..10 Spirit. For non-Spirit creatures within its range, all arrows that hit strike for fire damage. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Factions;"Wilderness Survival";wil;;;;5;;5;60
452;Ranger;0;"Dryder's Defenses";"Stance. For 5..11 seconds, you gain 75% chance to block attacks and 34..60 armor against elemental damage.";Stance;st;Prophecies;"Wilderness Survival";wil;;;;5;;;60
457;Ranger;0;"Dust Trap";"Trap. When Dust Trap is triggered, every second (for 5 seconds total), all nearby foes are Blinded for 3..8 seconds and take 10..25 damage. While activating this skill, you are easily interrupted. Dust Trap ends after 90 seconds.";Trap;tr;Prophecies;"Wilderness Survival";wil;;;;25;;2;30
1212;Ranger;1;Equinox;"Elite Nature Ritual. Create a level 1..10 Spirit. Spells cast within its range that cause Exhaustion, cause double the Exhaustion instead. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Factions;"Wilderness Survival";wil;;;;10;;3;15
997;Ranger;1;Famine;"Elite Nature Ritual. Create a level 1..10 Spirit. Whenever a non-Spirit creature in its range reaches 0 Energy, that creature takes 10..35 damage. This Spirit dies after 30..90 seconds.";"Nature Ritual";na;Factions;"Wilderness Survival";wil;;;;10;;3;15
459;Ranger;0;"Flame Trap";"Trap. When Flame Trap is triggered, every second (for 3 seconds total), all nearby foes are struck for 5..20 fire damage and set on fire for 1..3 seconds. Flame Trap ends after 90 seconds. While activating this skill, you are easily interrupted.";Trap;tr;Core;"Wilderness Survival";wil;;;;10;;2;20
471;Ranger;0;"Frozen Soil";"Nature Ritual. Create a level 1..10 Spirit. Non-Spirit creatures within its range cannot cast resurrection spells. This Spirit dies after 30..90 seconds.";"Nature Ritual";na;Prophecies;"Wilderness Survival";wil;;;;10;;5;30
465;Ranger;1;"Greater Conflagration";"Elite Nature Ritual. Create a level 1..10 Spirit. For non-Spirit creatures within its range, all physical damage is fire damage instead. This Spirit dies after 30..150 seconds.";"Nature Ritual";na;Prophecies;"Wilderness Survival";wil;;;;5;;3;15
460;Ranger;0;"Healing Spring";"Trap. For 10 seconds, all adjacent allies are healed for 15..60 every 2 seconds. While activating this skill, you are easily interrupted.";Trap;tr;Prophecies;"Wilderness Survival";wil;;;;10;;2;20
431;Ranger;0;"Ignite Arrows";"Preparation. For 24 seconds, your arrows explode on contact, dealing 3..18 fire damage to target and all adjacent foes.";Preparation;pr;Prophecies;"Wilderness Survival";wil;;;;10;;2;12
428;Ranger;1;"Incendiary Arrows";"Elite Bow Attack. Shoot arrows at target foe and up to 2 foes near your target. Those foes are set on fire for 1..3 seconds.";"Bow Attack";bo;Prophecies;"Wilderness Survival";wil;;;;5;;;5
433;Ranger;0;"Kindle Arrows";"Preparation. For 24 seconds, your arrows deal fire damage and hit for an additional 3..24 fire damage.";Preparation;pr;Core;"Wilderness Survival";wil;;;;5;;2;12
429;Ranger;1;"Melandru's Arrows";"Elite Preparation. For 18 seconds, whenever your arrows hit, they cause Bleeding for 3..25 seconds, and if they hit a target who is under an Enchantment, they do +8..28 damage.";Preparation;pr;Prophecies;"Wilderness Survival";wil;;;;5;;2;12
451;Ranger;1;"Melandru's Resilience";"Elite Stance. For 8..20 seconds, you gain +4 Health regeneration and +1 Energy regeneration for each Condition and Hex you are suffering.";Stance;st;Prophecies;"Wilderness Survival";wil;;;;5;;;15
477;Ranger;0;"Muddy Terrain";"Nature Ritual. Create a level 1..10 Spirit. Non-Spirit creatures within its range move 10% slower and speed boosts have no effect. This Spirit dies after 30..90 seconds.";"Nature Ritual";na;Prophecies;"Wilderness Survival";wil;;;;5;;5;30
1727;Ranger;0;"Natural Stride";"Stance.  For 1..8 seconds, you run 33% faster and have a 50% chance to block incoming attacks. Natural Stride ends if you become Hexed or Enchanted.";Stance;st;Nightfall;"Wilderness Survival";wil;;;;5;;;12
476;Ranger;0;"Nature's Renewal";"Nature Ritual. Create a level 1..10 Spirit. For 30..150 seconds, Enchantments and Hexes cast by non-Spirit creatures take twice as long to cast, and it costs twice as much Energy to maintain Enchantments. This Spirit dies after .. seconds.";"Nature Ritual";na;Core;"Wilderness Survival";wil;;;;5;;5;60
